ID,WL,U,V,Sal,Temp,TRACE_1,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15,WQ_16,WQ_17,WQ_18,WQ_19,WQ_20,WQ_21,WQ_22,WQ_23,WQ_24
1749,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1750,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1751,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1752,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1753,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1754,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1755,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1756,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1757,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1758,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1759,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1760,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1761,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1762,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1763,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1764,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1765,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1766,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1767,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1768,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1769,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1770,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1771,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1772,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1773,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1774,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1775,0.88,0,0,31.026,16,0,2.7787,1.1909,237.1497,52.6542,1.2067,0.8126,0.2268,0.0227,134.3491,79.5873,4.7404,13.9111,0.1305,0.1631,201.5237,11.0609,0.0326,3.9794,0.4068,0.3051,0.8135,5.5931,3.0508,0.460498113
1776,0.88,0,0,30.7699,16,0,2.8478,1.2205,237.215,43.1207,1.0218,0.7627,0.2413,0.0241,117.9271,75.4818,4.4129,14.6329,0.122,0.1525,176.8907,10.2968,0.0305,3.7741,0.487,0.3652,0.9739,6.6956,3.6521,0.551260377
1777,0.88,0,0,30.8328,16,0,2.8153,1.2065,237.4772,43.2623,1.0304,0.7639,0.2402,0.024,118.207,75.5518,4.4098,14.4794,0.1186,0.1483,177.3105,10.2896,0.0297,3.7776,0.4803,0.3602,0.9606,6.6039,3.6021,0.543713208
1778,0.88,0,0,31.026,16,0,2.7787,1.1909,237.1497,52.6542,1.2067,0.8126,0.2268,0.0227,134.3491,79.5873,4.7404,13.9111,0.1305,0.1631,201.5237,11.0609,0.0326,3.9794,0.4068,0.3051,0.8135,5.5931,3.0508,0.460498113
1779,0.88,0,0,30.8657,16,0,2.8026,1.2011,237.5362,43.9533,1.0452,0.7676,0.2389,0.0239,119.4059,75.8515,4.4316,14.3925,0.1184,0.148,179.1088,10.3405,0.0296,3.7926,0.4731,0.3549,0.9463,6.5057,3.5486,0.535637736
1780,0.88,0,0,30.9179,16,0,2.7761,1.1898,237.745,44.1385,1.0534,0.7689,0.2379,0.0238,119.7535,75.9384,4.4316,14.2645,0.1158,0.1448,179.6303,10.3405,0.029,3.7969,0.4672,0.3504,0.9344,6.4242,3.5041,0.528920755
1781,0.88,0,0,31.0787,16,0,2.7033,1.1586,238.2304,45.9578,1.0997,0.7793,0.2335,0.0233,122.9553,76.7388,4.4791,13.8567,0.1109,0.1386,184.433,10.4512,0.0277,3.8369,0.4415,0.3312,0.8831,6.0713,3.3116,0.499864151
1782,0.88,0,0,30.9684,16,0,2.7551,1.1808,237.8632,44.9814,1.0725,0.7735,0.2362,0.0236,121.2224,76.3056,4.4569,14.1334,0.1149,0.1437,181.8336,10.3993,0.0287,3.8153,0.4575,0.3432,0.9151,6.2912,3.4316,0.517977358
1783,0.88,0,0,31.0163,16,0,2.735,1.1721,237.9806,45.7379,1.0899,0.7777,0.2347,0.0235,122.5422,76.6356,4.4791,14.0097,0.114,0.1425,183.8133,10.4513,0.0285,3.8318,0.4486,0.3365,0.8973,6.1687,3.3647,0.507879245
1784,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1785,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1786,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1787,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1788,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1789,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1790,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1791,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1792,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1793,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1794,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1795,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1796,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1797,0.88,0,0,29.3106,16,0,2.7787,1.1909,239.2105,42.4557,1.2769,0.8925,0.357,0.0357,137.0279,80.257,4.7564,15.1888,0.1365,0.1706,205.5418,11.0982,0.0341,4.0128,0.9707,0.728,1.9413,13.3465,7.2799,1.09885283
1798,0.88,0,0,29.0902,16,0,2.7787,1.1909,239.3878,41.4547,1.2887,0.9035,0.3729,0.0373,137.7785,80.4446,4.7692,15.3667,0.1384,0.173,206.6677,11.1281,0.0346,4.0222,1.0393,0.7795,2.0786,14.2902,7.7947,1.176558491
1799,0.88,0,0,28.8072,16,0,2.7787,1.1909,239.5299,40.4725,1.3067,0.9184,0.3924,0.0392,139.1407,80.7852,4.7962,15.6087,0.142,0.1775,208.7111,11.191,0.0355,4.0393,1.1237,0.8428,2.2474,15.4508,8.4277,1.27210566
1800,0.88,0,0,29.4634,16,0,2.7787,1.1909,238.9894,43.4968,1.2719,0.8857,0.345,0.0345,136.9639,80.241,4.7596,15.081,0.1364,0.1705,205.4459,11.1056,0.0341,4.012,0.9188,0.6891,1.8376,12.6334,6.891,1.040150943
1801,0.88,0,0,29.6264,16,0,2.7787,1.1909,238.8327,44.3277,1.2639,0.8778,0.3331,0.0333,136.5273,80.1318,4.7532,14.9533,0.1353,0.1692,204.791,11.0909,0.0338,4.0066,0.8669,0.6502,1.7338,11.92,6.5018,0.981403774
1802,0.88,0,0,30.3765,16,0,2.7787,1.1909,238.6407,46.2778,1.2103,0.8369,0.2833,0.0283,132.0593,79.0148,4.659,14.2832,0.1233,0.1541,198.0889,10.871,0.0308,3.9507,0.6513,0.4885,1.3025,8.9549,4.8845,0.737283019
1803,0.88,0,0,29.7941,16,0,2.7787,1.1909,238.5692,45.5439,1.259,0.8705,0.3197,0.032,136.5536,80.1384,4.7593,14.8382,0.1356,0.1695,204.8304,11.105,0.0339,4.0069,0.8091,0.6068,1.6182,11.1249,6.0681,0.915939623
1804,0.88,0,0,29.5778,16,0,2.7787,1.1909,238.689,44.7537,1.2724,0.8817,0.3347,0.0335,137.5428,80.3857,4.7785,15.0213,0.1382,0.1728,206.3141,11.1499,0.0346,4.0193,0.8741,0.6556,1.7482,12.0185,6.5556,0.989524528
1805,0.88,0,0,30.2139,16,0,2.7787,1.1909,238.4776,46.5795,1.2285,0.8475,0.292,0.0292,133.9796,79.4949,4.7046,14.4606,0.1286,0.1608,200.9694,10.9774,0.0322,3.9747,0.6891,0.5168,1.3782,9.4749,5.1681,0.780090566
1806,0.88,0,0,29.9797,16,0,2.7787,1.1909,238.4486,46.2854,1.2481,0.861,0.3067,0.0307,135.7884,79.9471,4.745,14.6839,0.1336,0.167,203.6825,11.0716,0.0334,3.9974,0.7525,0.5644,1.5051,10.3474,5.644,0.851924528
1807,0.88,0,0,28.6207,16,0,2.7787,1.1909,239.7317,39.4425,1.3151,0.9272,0.4063,0.0406,139.5356,80.8839,4.8006,15.7511,0.143,0.1787,209.3034,11.2015,0.0357,4.0442,1.184,0.888,2.3681,16.2804,8.8802,1.340407547
1808,0.88,0,0,30.6869,16,0,2.7787,1.1909,238.5113,47.2618,1.1898,0.8204,0.2621,0.0262,130.443,78.6108,4.6262,14.0137,0.119,0.1487,195.6645,10.7944,0.0297,3.9305,0.5599,0.4199,1.1197,7.698,4.1989,0.633796226
1809,0.88,0,0,30.9526,16,0,2.7787,1.1909,238.3453,48.2991,1.1739,0.8067,0.2435,0.0244,129.3163,78.3291,4.6049,13.7918,0.116,0.145,193.9745,10.7447,0.029,3.9165,0.4792,0.3594,0.9584,6.5892,3.5941,0.54250566
1810,0.88,0,0,31.0774,16,0,2.7112,1.162,238.0946,46.9885,1.1169,0.7844,0.2324,0.0232,124.7133,77.1783,4.5184,13.8485,0.1135,0.1419,187.0699,10.5429,0.0284,3.8589,0.4356,0.3267,0.8711,5.989,3.2667,0.493086792
1811,0.88,0,0,31.1351,16,0,2.683,1.1499,238.3066,47.3391,1.1284,0.7866,0.2311,0.0231,125.3464,77.3366,4.5239,13.7056,0.111,0.1387,188.0196,10.5559,0.0277,3.8668,0.4281,0.3211,0.8563,5.887,3.2111,0.48469434
1812,0.88,0,0,31.1466,16,0,2.6824,1.1496,238.2593,48.1208,1.1427,0.7906,0.23,0.023,126.6872,77.6718,4.5521,13.6692,0.1122,0.1403,190.0309,10.6215,0.0281,3.8836,0.4224,0.3168,0.8449,5.8087,3.1684,0.478249057
1813,0.88,0,0,31.1455,16,0,2.6901,1.1529,238.1267,49.1311,1.1595,0.7957,0.2289,0.0229,128.4104,78.1026,4.5906,13.6609,0.1148,0.1435,192.6155,10.7113,0.0287,3.9051,0.4166,0.3124,0.8331,5.7278,3.1243,0.471592453
1814,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1815,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1816,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1817,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1818,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1819,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1820,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1821,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1822,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1823,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1824,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1825,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1826,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1827,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1828,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1829,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1830,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1831,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1832,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1833,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1834,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1835,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1836,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1837,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1838,0.88,0,0,30.7729,16,0,2.8538,1.2231,237.0915,44.2047,1.0402,0.7682,0.2401,0.024,119.7787,75.9447,4.4537,14.6138,0.1245,0.1556,179.668,10.3919,0.0311,3.7972,0.4803,0.3602,0.9605,6.6034,3.6019,0.543683019
1839,0.88,0,0,30.8436,16,0,2.8178,1.2076,237.3765,44.4381,1.0511,0.7699,0.2387,0.0239,120.2197,76.0549,4.453,14.4406,0.1209,0.1511,180.3296,10.3904,0.0302,3.8027,0.4723,0.3542,0.9446,6.4944,3.5424,0.534701887
1840,0.88,0,0,30.6911,16,0,2.8969,1.2415,236.7363,44.1355,1.031,0.7673,0.2414,0.0241,119.611,75.9028,4.4621,14.8119,0.1291,0.1614,179.4165,10.4115,0.0323,3.7951,0.4882,0.3662,0.9765,6.7133,3.6618,0.552724528
1841,0.88,0,0,30.8713,16,0,2.8081,1.2035,237.4102,45.1481,1.0657,0.7737,0.2375,0.0238,121.448,76.362,4.4762,14.3659,0.121,0.1513,182.172,10.4446,0.0303,3.8181,0.4655,0.3492,0.9311,6.4013,3.4916,0.527033962
1842,0.88,0,0,30.9234,16,0,2.7823,1.1924,237.6068,45.4259,1.0755,0.7755,0.2364,0.0236,121.9537,76.4884,4.4798,14.2372,0.1187,0.1483,182.9305,10.4528,0.0297,3.8244,0.4591,0.3443,0.9182,6.3123,3.4431,0.519713208
1843,0.88,0,0,31.0045,16,0,2.7465,1.1771,237.8341,46.4822,1.1012,0.7814,0.234,0.0234,123.8052,76.9513,4.509,14.03,0.1165,0.1457,185.7078,10.5209,0.0291,3.8476,0.4453,0.334,0.8906,6.123,3.3398,0.504120755
1844,0.88,0,0,30.9425,16,0,2.7766,1.19,237.6105,46.0687,1.0882,0.7788,0.2354,0.0235,123.0619,76.7655,4.5016,14.1842,0.1191,0.1489,184.5928,10.5038,0.0298,3.8383,0.4535,0.3401,0.907,6.2357,3.4013,0.513403774
1845,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1846,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1847,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
1848,0.88,0,0,31.8067,16,0,2.2226,0.9525,243.13,32.8156,0.9515,0.7185,0.2371,0.0237,100.9729,71.2432,3.8822,12.2424,0.0357,0.0446,151.4594,9.0584,0.0089,3.5622,0.452,0.339,0.9039,6.2143,3.3896,0.511637736
